485.205, 321.92
371.9, 353.61
237.199, 392.04
233.65, 309.365
230.427, 251.466
228.224, 206.743
316.911, 191.453
394.453, 177.804
467.127, 165.404
535.186, 238.8
497.542, 197.873
585.674, 294.38
0.0416048, 0.221443, 1.194
-0.183729, 0.271179, 1.127
-0.413411, 0.321695, 1.045
-0.495943, 0.203008, 1.232
-0.577386, 0.0917675, 1.416
-0.654677, -0.0203087, 1.592
-0.433485, -0.0647514, 1.677
-0.214447, -0.109298, 1.742
0.00650222, -0.150585, 1.805
0.174904, 0.0609713, 1.438
0.089968, -0.0456836, 1.616
0.261977, 0.174628, 1.257
