269.788, 242.368
191.232, 250.328
106.595, 259.331
119.232, 210.294
128.175, 175.543
134.92, 148.501
189.56, 144.777
240.761, 141.489
291.663, 138.246
322.35, 192.701
305.5, 162.132
345.71, 235.076
0.0347873, 0.109987, 1.162
-0.207924, 0.132144, 1.134
-0.456119, 0.15483, 1.097
-0.489748, 0.00920733, 1.288
-0.530598, -0.13213, 1.492
-0.576337, -0.275902, 1.699
-0.32421, -0.297606, 1.717
-0.0858923, -0.315867, 1.74
0.15875, -0.334315, 1.762
0.241665, -0.0581444, 1.382
0.201043, -0.194353, 1.566
0.280795, 0.0891788, 1.181
