339.665, 349.952
262.963, 300.666
198.758, 260.098
286.626, 214.736
354.299, 179.568
411.184, 150.358
471.276, 171.245
539.028, 194.506
620.388, 222.751
517.392, 329.758
575.145, 269.838
437.067, 413.741
-0.241517, 0.258266, 1.105
-0.429703, 0.182105, 1.22
-0.621749, 0.10779, 1.342
-0.467702, 0.00155493, 1.506
-0.315752, -0.0972443, 1.64
-0.167913, -0.19605, 1.794
0.0175787, -0.121832, 1.667
0.198902, -0.0517325, 1.547
0.385981, 0.0212543, 1.434
0.103041, 0.227148, 1.14
0.243981, 0.122379, 1.277
-0.0476446, 0.33819, 0.983
