853.6, 620.794
624.454, 623.494
387.417, 627.486
472.345, 492.953
532.349, 396.794
580.329, 321.611
734.317, 320.842
882.648, 319.44
1033.65, 318.946
1062.24, 487.242
1046.93, 392.949
1084.27, 619.435
-0.0802322, 0.200303, 1.203
-0.319313, 0.203413, 1.203
-0.566276, 0.207388, 1.202
-0.55509, 0.0784965, 1.397
-0.549329, -0.0422346, 1.591
-0.543169, -0.163126, 1.789
-0.302542, -0.163839, 1.78
-0.0736253, -0.164723, 1.773
0.158181, -0.165689, 1.767
0.158956, 0.0719059, 1.386
0.15846, -0.0471493, 1.572
0.160134, 0.198272, 1.197
