296.269, 205.445
376.451, 186.085
447.485, 168.663
485.85, 200.328
533.074, 239.208
595.141, 290.94
502.787, 327.737
395.337, 371.128
258.798, 426.272
216.451, 275.941
233.899, 338.113
202.837, 227.649
-0.468537, -0.0231396, 1.598
-0.259765, -0.0794876, 1.683
-0.055472, -0.139529, 1.783
0.0557519, -0.0369578, 1.6
0.169675, 0.0633617, 1.436
0.286279, 0.167414, 1.268
0.0754846, 0.229679, 1.173
-0.130835, 0.292834, 1.078
-0.351257, 0.358385, 0.978
-0.575501, 0.141425, 1.332
-0.466154, 0.248698, 1.158
-0.686818, 0.0352771, 1.505
