273.62, 247.955
196.623, 270.169
105.213, 297.07
99.5353, 239.938
94.986, 200.031
91.4255, 169.158
151.752, 158.319
204.832, 148.722
254.553, 139.894
304.685, 190.423
277.059, 162.151
341.933, 228.613
0.0467615, 0.123924, 1.144
-0.18122, 0.182862, 1.068
-0.415174, 0.24309, 0.992
-0.507128, 0.1008, 1.166
-0.602024, -0.0271038, 1.342
-0.696628, -0.160074, 1.525
-0.470132, -0.216884, 1.606
-0.248757, -0.273304, 1.683
-0.0196342, -0.331367, 1.772
0.174521, -0.0660354, 1.389
0.0810881, -0.194229, 1.565
0.274455, 0.0682074, 1.21
