395.321, 307.754
286.622, 298.843
179.566, 290.511
235.447, 229.973
275.262, 186.163
307.716, 151.586
379.859, 155.505
451.63, 159.31
527.49, 163.575
517.794, 249.922
523.436, 201.353
509.907, 317.792
-0.146977, 0.195373, 1.211
-0.384472, 0.180524, 1.238
-0.629282, 0.167414, 1.268
-0.583055, 0.0392823, 1.461
-0.546563, -0.0783069, 1.658
-0.506554, -0.198766, 1.848
-0.269644, -0.181999, 1.808
-0.0427547, -0.165876, 1.769
0.187367, -0.151073, 1.739
0.12374, 0.0840022, 1.369
0.156242, -0.0331312, 1.55
0.0901955, 0.210532, 1.179
