457.339, 234.017
514.254, 250.743
577.918, 269.271
552.169, 311.411
521.726, 361.996
482.036, 427.576
400.839, 391.532
331.303, 361.003
267.781, 333.11
366.581, 250.188
322.627, 287.005
404.394, 218.409
-0.0290773, 0.0750586, 2.114
0.172149, 0.127493, 2.021
0.373301, 0.183904, 1.919
0.264943, 0.294901, 1.753
0.153781, 0.401966, 1.58
0.0418782, 0.520224, 1.413
-0.170161, 0.462239, 1.51
-0.371227, 0.406291, 1.597
-0.581952, 0.349213, 1.694
-0.349759, 0.128502, 2.037
-0.46241, 0.236465, 1.864
-0.23296, 0.0174634, 2.203
