108.459, 214.132
120.339, 178.08
128.993, 150.595
184.357, 147.37
236.546, 144.008
288.861, 141.163
300.839, 166.298
316.338, 197.968
337.522, 242.219
178.697, 256.529
259.245, 249.133
91.4412, 264.64
-0.521515, 0.0229881, 1.271
-0.554177, -0.117962, 1.468
-0.598167, -0.263943, 1.682
-0.343028, -0.279723, 1.694
-0.103236, -0.296739, 1.712
0.141921, -0.314596, 1.733
0.176993, -0.174621, 1.543
0.215505, -0.0386241, 1.36
0.249346, 0.109324, 1.155
-0.242763, 0.147426, 1.109
0.00293709, 0.128929, 1.133
-0.495634, 0.167971, 1.085
