455.988, 316.291
340.381, 327.875
214.774, 341.176
241.845, 269.156
260.507, 218.258
275.298, 178.823
355.448, 173.785
430.465, 168.838
504.606, 164.291
540.282, 243.746
520.558, 199.133
567.45, 305.739
-0.020878, 0.214336, 1.212
-0.257812, 0.232812, 1.189
-0.504343, 0.254686, 1.158
-0.526642, 0.129854, 1.355
-0.554516, 0.0123583, 1.559
-0.58645, -0.108553, 1.779
-0.338281, -0.123467, 1.773
-0.108689, -0.140312, 1.793
0.123031, -0.154462, 1.814
0.185689, 0.0727012, 1.425
0.154002, -0.0399887, 1.611
0.218276, 0.194514, 1.232
