482.743, 172.93
548.492, 199.339
628.587, 231.109
575.257, 277.397
509.292, 335.383
418.668, 415.178
330.34, 345.617
263.237, 293.326
208.047, 250.245
366.415, 177.142
296.334, 209.311
426.036, 150.102
0.0491691, -0.118388, 1.659
0.220184, -0.0379036, 1.527
0.396836, 0.042529, 1.402
0.240733, 0.138124, 1.26
0.0862174, 0.236213, 1.127
-0.0796551, 0.339842, 0.978
-0.260886, 0.252689, 1.114
-0.433193, 0.16958, 1.236
-0.61451, 0.0869296, 1.378
-0.282623, -0.103274, 1.646
-0.450945, -0.0116669, 1.538
-0.121137, -0.195941, 1.793
