994.578, 378.878
1134.99, 415.727
1297.61, 457.847
1243.27, 544.416
1175.84, 654.626
1080.22, 809.078
856.666, 710.992
676.975, 633.046
521.415, 565.208
776.735, 403.387
665.994, 473.208
868.179, 345.509
0.0974839, -0.0736449, 1.751
0.291625, -0.0167419, 1.646
0.491649, 0.0401572, 1.543
0.373952, 0.138982, 1.376
0.257007, 0.236532, 1.208
0.135521, 0.342563, 1.04
-0.0736393, 0.280433, 1.149
-0.274057, 0.221067, 1.244
-0.48078, 0.161384, 1.355
-0.224978, -0.0345646, 1.685
-0.35006, 0.0606377, 1.523
-0.100105, -0.131481, 1.865
