937.447, 343.677
1069.83, 388.935
1226.94, 442.509
1137.32, 530.754
1025.92, 642.349
871.555, 796.946
681.91, 678.398
533.579, 586.901
408.66, 509.515
710.003, 359.336
577.767, 424.99
821.212, 304.32
0.0105128, -0.122345, 1.694
0.191528, -0.0530367, 1.586
0.378325, 0.0192803, 1.472
0.236944, 0.117221, 1.318
0.0970275, 0.217919, 1.175
-0.0518893, 0.323275, 1.016
-0.24555, 0.246148, 1.137
-0.430506, 0.171501, 1.25
-0.622719, 0.0974055, 1.375
-0.318057, -0.0974086, 1.667
-0.467291, -0.003685, 1.526
-0.172965, -0.193782, 1.831
