965.902, 346.431
1097.58, 399.201
1257.85, 462.796
1150.97, 555.248
1019.03, 671.342
837.821, 830.898
661.121, 691.705
526.892, 587.24
416.581, 501.119
733.201, 354.912
593.115, 419.136
852.487, 300.705
0.0504564, -0.11518, 1.654
0.220639, -0.0364438, 1.521
0.396633, 0.0423774, 1.397
0.240733, 0.13921, 1.26
0.0872728, 0.237394, 1.128
-0.0788869, 0.340189, 0.979
-0.259452, 0.253194, 1.112
-0.432843, 0.170507, 1.235
-0.613172, 0.0879254, 1.375
-0.281024, -0.103212, 1.645
-0.449025, -0.010328, 1.536
-0.121205, -0.19605, 1.794
