471.805, 194.361
548.867, 197.604
628.209, 200.777
642.624, 242.96
661.81, 297.705
689.052, 376.283
560.528, 367.784
439.741, 360.286
318.686, 352.974
376.023, 230.544
352.126, 281.244
394.758, 191.005
0.0181798, -0.0576515, 1.724
0.246427, -0.0483127, 1.709
0.477788, -0.0389905, 1.688
0.457336, 0.0733505, 1.488
0.440044, 0.186315, 1.293
0.425098, 0.306328, 1.093
0.185155, 0.297051, 1.122
-0.0512518, 0.287809, 1.139
-0.295054, 0.276403, 1.157
-0.238774, 0.0442611, 1.547
-0.266368, 0.158347, 1.359
-0.214816, -0.067377, 1.745
