243.402, 154.246
295.758, 152.264
347.381, 150.108
365.971, 176.472
389.458, 209.858
422.683, 256.953
343.041, 261.887
263.207, 267.107
177.511, 272.691
186.464, 184.722
182.806, 220.924
189.294, 156.176
-0.0692309, -0.245545, 1.682
0.171961, -0.257773, 1.702
0.417381, -0.269278, 1.716
0.444232, -0.130368, 1.519
0.474454, 0.0058486, 1.325
0.506599, 0.150218, 1.13
0.258772, 0.163322, 1.114
0.0148022, 0.178339, 1.094
-0.240255, 0.19153, 1.084
-0.289235, -0.0938767, 1.468
-0.265779, 0.0440829, 1.278
-0.31458, -0.234098, 1.666
