912.456, 633.037
681.043, 656.277
429.996, 682.826
484.205, 538.751
521.451, 437.008
551.076, 358.089
711.693, 347.996
861.414, 338.133
1009.95, 329.196
1081.04, 488.014
1041.58, 398.748
1135.43, 611.948
-0.0187433, 0.215025, 1.21
-0.256349, 0.234467, 1.187
-0.502034, 0.254026, 1.155
-0.525451, 0.130142, 1.358
-0.550325, 0.0136316, 1.551
-0.583263, -0.10519, 1.774
-0.335413, -0.121457, 1.766
-0.106715, -0.136686, 1.786
0.124193, -0.152393, 1.808
0.186532, 0.0749991, 1.422
0.155401, -0.0399887, 1.611
0.219167, 0.195417, 1.231
