1005.8, 643.569
769.859, 674.522
510.052, 710.562
543.749, 553.841
565.877, 444.021
583.649, 359.097
749.465, 345.293
902.261, 332.173
1052.68, 320.241
1152.91, 486.337
1097.23, 393.17
1230.13, 615.373
0.0765678, 0.218745, 1.174
-0.160113, 0.244359, 1.147
-0.404446, 0.270915, 1.11
-0.437116, 0.141606, 1.302
-0.471785, 0.0220843, 1.49
-0.507507, -0.0985188, 1.686
-0.268227, -0.120483, 1.709
-0.0418846, -0.141591, 1.733
0.186045, -0.161538, 1.755
0.267983, 0.0709155, 1.39
0.227892, -0.0457654, 1.571
0.313885, 0.195444, 1.205
