991.558, 755.268
729.201, 777.874
447.286, 803.919
513.987, 622.03
558.006, 498.092
592.083, 404.317
763.346, 395.175
924.75, 386.397
1085.82, 378.669
1174.66, 574.986
1124.71, 463.768
1246.86, 735.224
0.0566785, 0.302083, 1.068
-0.183022, 0.3169, 1.05
-0.430354, 0.332971, 1.027
-0.443159, 0.206078, 1.225
-0.458569, 0.0871929, 1.421
-0.476453, -0.0319334, 1.625
-0.235879, -0.0446472, 1.629
-0.00835535, -0.0578802, 1.646
0.223919, -0.0699437, 1.663
0.270367, 0.161872, 1.276
0.246843, 0.0457027, 1.465
0.29687, 0.287393, 1.082
