655.649, 745.503
480.711, 652.684
332.083, 574.969
513.139, 469.683
648.917, 389.879
760.438, 324.945
887.853, 361.811
1028.62, 402.67
1194.11, 451.737
1016.53, 678.779
1116.95, 550.644
872.829, 863.221
-0.253793, 0.291782, 1.064
-0.456379, 0.226881, 1.169
-0.659449, 0.161238, 1.271
-0.520938, 0.052369, 1.44
-0.394055, -0.0524843, 1.611
-0.260167, -0.156374, 1.765
-0.0613207, -0.0935145, 1.649
0.131603, -0.0330243, 1.545
0.331027, 0.0301139, 1.444
0.0840369, 0.243333, 1.124
0.206462, 0.135692, 1.278
-0.0478447, 0.358258, 0.953
