266.559, 145.12
313.04, 163.109
369.627, 184.866
334.797, 216.953
291.434, 257.172
231.951, 312.516
168.126, 264.795
119.66, 228.82
80.0382, 199.328
186.294, 148.29
139.073, 170.741
226.329, 129.448
0.0348829, -0.273804, 1.605
0.22313, -0.180239, 1.485
0.413822, -0.087226, 1.364
0.252955, 0.0286907, 1.218
0.0976647, 0.147067, 1.084
-0.0688698, 0.26633, 0.931
-0.260777, 0.163946, 1.059
-0.444499, 0.0658962, 1.169
-0.634898, -0.0299021, 1.304
-0.31347, -0.258364, 1.591
-0.474325, -0.148952, 1.457
-0.152593, -0.373178, 1.741
