246.385, 187.241
286.27, 198.654
330.753, 211.366
314.199, 240.385
294.606, 275.625
268.821, 320.938
211.702, 296.355
162.813, 275.524
118.259, 256.387
183.991, 198.635
154.671, 224.226
209.337, 176.764
-0.0675604, -0.114278, 2.05
0.15002, -0.0503815, 1.963
0.367712, 0.0184714, 1.869
0.261155, 0.152237, 1.707
0.151186, 0.284363, 1.538
0.0371864, 0.42096, 1.367
-0.187721, 0.35354, 1.459
-0.403176, 0.283809, 1.535
-0.623864, 0.216553, 1.629
-0.407793, -0.0509975, 1.987
-0.511303, 0.0816407, 1.797
-0.289594, -0.185296, 2.159
