167.05, 283.293
104.898, 251.489
52.2412, 225.037
112.405, 188.279
157.511, 160.563
194.656, 137.899
239.633, 150.558
289.139, 164.426
347.246, 181.125
290.493, 259.793
322.592, 215.362
244.529, 323.615
-0.252966, 0.210076, 1.016
-0.46591, 0.131905, 1.106
-0.673888, 0.0576068, 1.196
-0.549548, -0.0729427, 1.376
-0.428032, -0.200715, 1.549
-0.298457, -0.32797, 1.704
-0.0834608, -0.251389, 1.602
0.12728, -0.178433, 1.504
0.340521, -0.101013, 1.4
0.0937395, 0.151443, 1.073
0.214736, 0.0255683, 1.228
-0.0350823, 0.288643, 0.913
